,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
1269,618,BDI,NGDPDPC,Burundi,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",232.381,234.94,241.083,247.995,218.999,247.644,253.424,231.932,211.184,213.175,207.113,207.674,187.243,162.572,157.474,167.177,142.588,157.054,141.755,133.412,130.225,127.349,116.392,108.066,122.381,148.71,164.575,170.174,195.79,208.78,231.549,247.097,250.118,255.319,273.133,304.243,281.062,291.859,271.289,261.294,255.984,261.053,269.561,280.26,291.83,304.535,317.212,2016.0
1314,624,CPV,NGDPDPC,Cabo Verde,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",541.435,522.81,517.666,499.536,466.312,476.329,645.817,783.24,861.862,853.014,957.369,974.873,1062.47,1046.27,1180.49,1378.16,1385.77,1322.34,1376.76,1541.83,1399.09,1387.33,1501.55,1935.48,2188.0,2298.4,2571.82,3110.45,3636.13,3416.22,3312.04,3672.58,3388.88,3557.87,3532.99,2996.36,3082.16,3239.07,3616.44,3601.73,3065.48,3346.55,3618.37,3918.27,4237.84,4585.57,4908.31,2018.0
1404,622,CMR,NGDPDPC,Cameroon,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",930.182,1024.0,955.191,937.11,964.514,981.176,1244.63,1401.71,1382.9,1196.77,1161.86,1256.8,1117.82,1132.11,748.0,690.153,748.158,735.872,714.919,708.662,631.788,651.44,708.445,866.493,1010.49,1013.55,1063.14,1195.79,1377.15,1318.56,1287.57,1404.85,1355.4,1465.66,1543.03,1327.64,1363.95,1424.6,1535.19,1507.51,1504.5,1645.81,1730.1,1820.21,1920.12,2034.72,2152.76,2019.0
1449,156,CAN,NGDPDPC,Canada,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11280.2,12396.67,12543.94,13493.2,13947.36,14185.92,14539.75,16408.14,19041.18,20842.46,21572.14,21885.57,20984.78,20210.45,20024.58,20706.73,21325.69,21930.49,21046.56,22340.55,24296.72,23859.71,24279.19,28338.75,32176.59,36439.62,40558.9,44716.99,46773.84,40990.63,47627.35,52285.94,52744.0,52708.61,51020.84,43626.47,42382.64,45191.96,46532.17,46399.71,43294.8,52791.23,56739.82,59125.56,61237.17,63293.42,65414.36,2020.0
1494,626,CAF,NGDPDPC,Central African Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",313.369,316.495,298.747,279.719,265.441,340.227,431.342,465.181,490.939,474.879,539.656,502.896,489.786,418.922,268.106,340.988,298.443,285.804,296.103,290.99,238.505,242.794,260.865,310.302,336.409,356.688,381.315,427.313,485.807,482.648,492.078,551.028,566.199,380.304,424.67,377.476,402.053,450.744,488.563,479.846,494.186,525.914,557.442,589.141,621.772,655.224,689.439,2004.0
1539,628,TCD,NGDPDPC,Chad,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",163.554,189.349,178.888,174.759,182.983,192.956,230.715,253.529,287.003,262.413,306.217,293.844,296.666,251.096,196.901,233.418,250.861,232.968,254.121,215.939,188.139,223.102,250.264,330.959,513.888,661.203,712.529,803.018,932.601,805.798,895.354,985.629,970.738,982.92,1024.84,776.105,700.558,671.18,713.034,685.677,659.674,729.844,743.841,765.721,802.39,842.102,878.215,2004.0
1584,228,CHL,NGDPDPC,Chile,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2579.92,3004.73,2204.38,1762.22,1687.02,1424.36,1504.43,1743.88,2021.05,2289.45,2503.87,2829.74,3368.27,3547.02,4030.06,5117.7,5349.58,5743.72,5446.55,4952.87,5071.7,4572.87,4443.76,4770.33,6193.09,7600.35,9473.01,10507.91,10748.98,10220.07,12794.28,14610.8,15307.8,15804.5,14643.5,13571.02,13779.4,15034.8,15865.54,14619.5,12992.98,16799.37,17701.62,18606.54,19446.29,20304.19,21195.99,2020.0
1629,924,CHN,NGDPDPC,China,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",306.98,288.491,279.971,296.509,301.111,292.99,279.908,299.842,368.079,406.534,346.873,356.759,420.025,520.966,468.658,603.526,703.06,774.91,820.903,865.236,951.163,1044.96,1141.14,1282.21,1499.71,1751.37,2095.24,2691.05,3446.7,3813.41,4499.8,5553.24,6282.71,7039.57,7645.88,8034.29,8063.45,8760.26,9848.95,10170.06,10511.34,11891.2,12990.01,14040.08,15141.55,16295.35,17492.96,2020.0
1674,233,COL,NGDPDPC,Colombia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1681.75,1792.26,1878.1,1827.17,1767.18,1623.0,1592.2,1623.4,1714.22,1693.41,1690.42,1711.65,1985.74,2208.31,2725.71,3034.09,3135.8,3397.95,3089.65,2672.58,2534.45,2460.33,2423.37,2312.6,2826.05,3493.99,3836.67,4834.43,5622.11,5330.8,6498.57,7518.3,8237.29,8409.68,8312.06,6337.04,6037.13,6577.3,6923.64,6546.63,5390.92,5892.14,6186.66,6446.91,6723.38,7016.12,7326.74,2020.0
1719,632,COM,NGDPDPC,Comoros,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",684.569,584.519,541.617,513.524,490.137,482.697,629.744,741.276,772.133,731.08,868.945,895.707,955.474,916.695,660.355,806.805,789.145,714.272,701.452,703.067,628.071,675.05,757.399,949.68,1055.36,1085.66,1110.98,1251.86,1403.8,1351.15,1322.64,1450.16,1403.42,1500.73,1505.18,1231.14,1256.04,1300.57,1386.01,1359.75,1355.3,1390.06,1426.52,1466.97,1509.84,1560.31,1613.46,2015.0
