,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
1439,622,CMR,BCA_NGDPD,Cameroon,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.437,-5.19,-4.334,-4.591,-1.781,-5.67,-3.5,-5.971,-2.809,-2.141,-4.067,-2.221,-2.641,-3.545,-0.57,0.963,-2.758,-5.54,-1.437,-4.765,-2.228,-3.35,-3.791,-4.107,-2.386,-2.757,0.999,1.277,-1.703,-4.304,-3.273,-2.551,-3.283,-3.486,-4.006,-3.794,-3.179,-2.714,-3.641,-4.345,-3.681,-2.83,-2.198,-2.963,-3.102,-2.968,-2.735,2020.0
1484,156,CAN,BCA_NGDPD,Canada,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.206,-4.18,0.485,-0.838,-0.457,-1.659,-3.06,-3.223,-3.06,-3.956,-3.432,-3.729,-3.607,-3.837,-2.376,-0.823,0.415,-1.337,-1.338,0.179,2.55,2.213,1.735,1.231,2.345,1.927,1.445,0.823,0.147,-2.909,-3.562,-2.712,-3.534,-3.141,-2.32,-3.495,-3.088,-2.803,-2.341,-2.051,-1.818,0.524,0.212,-0.764,-1.271,-1.42,-1.826,2020.0
1529,626,CAF,BCA_NGDPD,Central African Republic,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.028,-0.562,-5.929,-4.248,-4.989,-5.507,-7.472,-5.759,-2.522,-2.468,-5.67,-4.122,-4.786,-0.488,-2.757,-8.306,-3.336,-2.522,-6.089,-1.72,-1.457,-1.856,-1.66,-2.129,-1.706,-6.235,-2.872,-6.025,-9.71,-8.714,-9.418,-6.819,-5.585,-2.935,-13.335,-9.109,-5.342,-7.822,-7.962,-4.929,-8.579,-6.882,-6.088,-5.848,-5.746,-5.636,-5.569,2017.0
1574,628,TCD,BCA_NGDPD,Chad,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",1.667,2.684,2.195,4.497,0.997,-8.873,-4.904,-1.86,1.59,-3.384,-2.498,-3.624,-4.544,-7.077,-2.827,-10.413,-10.802,-11.129,-7.788,-9.744,-13.594,-29.759,-84.105,-43.796,-15.146,1.041,4.579,8.15,3.552,-8.209,-8.516,-5.814,-7.803,-9.146,-8.93,-13.78,-10.424,-7.093,-1.4,-4.779,-8.137,-5.232,-4.733,-5.786,-5.369,-4.891,-3.429,2013.0
1619,228,CHL,BCA_NGDPD,Chile,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.837,-13.866,-9.053,-5.403,-10.501,-8.197,-6.43,-3.363,-0.898,-2.328,-1.468,-0.26,-2.071,-5.158,-2.776,-1.827,-3.965,-4.351,-4.869,0.134,-1.149,-1.616,-0.836,-0.198,3.04,1.711,4.592,4.32,-3.881,1.92,1.443,-2.743,-4.429,-4.778,-2.035,-2.377,-1.983,-2.322,-3.928,-3.715,1.369,-2.511,-2.158,-2.086,-2.119,-2.029,-2.024,2020.0
1709,233,COL,BCA_NGDPD,Colombia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.032,-3.4,-5.32,-5.243,-3.922,-3.287,1.1,-0.041,-0.394,-0.366,0.97,4.051,1.277,-2.859,-3.761,-4.161,-3.998,-4.513,-4.128,0.651,0.852,-1.066,-1.325,-1.017,-0.708,-1.286,-1.809,-2.945,-2.639,-1.988,-3.079,-2.959,-3.14,-3.294,-5.307,-6.577,-4.521,-3.445,-4.091,-4.486,-3.434,-4.377,-4.03,-3.98,-3.969,-3.905,-3.898,2020.0
1754,632,COM,BCA_NGDPD,Comoros,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.686,-3.856,-5.459,-5.674,-28.91,-17.921,-12.083,-10.901,-6.953,-4.307,-5.94,-2.083,-9.789,-1.541,-7.154,-7.455,-6.175,-6.225,-6.86,-3.661,-0.139,1.848,0.387,-0.926,-2.438,-3.795,-3.248,-2.897,-6.059,-4.09,-0.255,-3.613,-3.246,-4.044,-3.781,-0.256,-4.371,-2.139,-2.851,-3.257,-1.696,-4.143,-7.618,-8.589,-6.503,-6.762,-6.928,2019.0
1799,636,COD,BCA_NGDPD,Democratic Republic of the Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.37,-0.883,-0.8,-0.551,0.102,-0.288,-1.238,-3.205,-1.489,-2.155,-1.726,-2.346,-2.085,-0.786,-1.079,0.061,-0.116,-0.695,-2.021,-0.588,0.45,3.331,4.794,2.004,-0.539,-3.22,0.332,3.141,-0.772,-6.072,-10.09,-4.953,-4.295,-9.508,-4.797,-3.913,-4.105,-3.269,-3.547,-3.215,-2.248,-2.072,-1.837,-1.516,-1.33,-1.019,-1.335,2020.0
1844,634,COG,BCA_NGDPD,Republic of Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.697,-25.953,-21.422,-28.49,16.246,-12.154,-33.1,-10.1,-18.99,-3.428,-8.635,-15.205,-9.651,-18.401,-38.36,-25.444,-22.916,-6.069,-10.743,-8.716,17.478,-1.213,5.772,13.683,13.201,6.067,13.87,-24.0,7.462,-14.103,6.854,13.175,13.644,10.77,1.042,-38.986,-48.678,-6.029,-0.105,0.411,-0.133,12.122,6.313,1.237,-0.433,-2.457,-5.169,2018.0
1889,238,CRI,BCA_NGDPD,Costa Rica,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.658,-15.932,-9.164,-8.951,-4.242,-3.298,-1.672,-5.029,-3.462,-7.158,-7.796,-3.108,-4.771,-7.202,-4.893,-3.222,-2.357,-3.642,-3.584,-4.865,-4.559,-3.218,-5.186,-5.208,-3.626,-4.29,-4.132,-5.575,-8.378,-1.823,-3.224,-5.297,-5.105,-4.772,-4.716,-3.404,-2.137,-3.617,-3.216,-2.147,-2.182,-2.957,-2.69,-2.551,-2.566,-2.479,-2.495,2020.0
1934,662,CIV,BCA_NGDPD,CÙte d'Ivoire,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.162,-12.271,-9.846,-9.973,-0.784,0.717,-2.349,-6.944,-8.791,-7.165,-8.136,-7.405,-6.569,-5.84,-0.12,-3.239,-0.967,-0.955,-1.665,-0.698,-1.625,-0.396,4.48,1.387,1.051,0.168,1.947,-0.494,1.349,4.82,1.35,7.504,-0.866,-0.978,1.045,-0.44,-0.864,-2.034,-3.938,-2.304,-3.464,-3.832,-3.358,-3.465,-3.375,-3.409,-3.337,2017.0
2024,423,CYP,BCA_NGDPD,Cyprus,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.164,-7.664,-7.683,-8.835,-9.057,-6.904,-0.57,-0.193,-2.344,-5.074,-2.571,-6.784,-8.596,1.546,0.929,-2.065,-4.67,-4.384,2.846,-1.622,-4.899,-3.037,-3.444,-2.042,-4.548,-5.315,-6.287,-10.65,-14.74,-6.688,-10.733,-2.315,-3.868,-1.474,-4.069,-0.448,-4.203,-5.313,-3.929,-6.309,-11.883,-9.306,-7.43,-7.014,-6.336,-5.047,-3.901,2020.0
2114,128,DNK,BCA_NGDPD,Denmark,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.359,-3.03,-3.739,-2.278,-2.907,-4.416,-5.098,-2.743,-1.16,-0.994,0.992,1.425,2.746,3.374,2.042,1.003,1.647,1.313,-0.149,2.529,1.989,3.646,3.0,3.931,4.045,4.192,3.325,1.447,2.917,3.465,6.563,6.586,6.282,7.759,8.924,8.245,7.774,8.009,7.282,8.753,8.239,6.958,6.838,6.696,6.621,6.588,6.529,2020.0
2249,243,DOM,BCA_NGDPD,Dominican Republic,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.302,-4.015,-4.842,-4.417,-1.099,-1.656,-2.324,-4.384,-0.249,-3.81,-3.497,-1.591,-6.1,-4.074,-1.932,-1.099,-1.166,-0.814,-1.561,-1.939,-4.223,-2.894,-2.928,4.815,4.628,-1.316,-3.388,-4.916,-9.376,-4.766,-7.462,-7.504,-6.536,-4.092,-3.226,-1.797,-1.075,-0.166,-1.543,-1.334,-1.953,-2.0,-2.05,-1.998,-2.021,-1.951,-1.952,2020.0
2294,248,ECU,BCA_NGDPD,Ecuador,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.81,-5.788,-6.866,-0.76,-1.696,0.404,-4.212,-9.194,-5.539,-5.934,-2.942,-5.157,-0.813,-4.841,-4.248,-4.354,-0.228,-1.691,-7.638,4.651,6.074,-2.253,-4.27,-1.193,-1.31,1.142,3.718,3.698,2.865,0.501,-2.275,-0.505,-0.167,-0.981,-0.657,-2.237,1.11,-0.151,-1.239,-0.057,2.499,1.709,1.733,1.948,1.956,2.133,2.032,2020.0
