,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
2956,652,GHA,GGX_NGDP,Ghana,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,7.774,5.817,4.765,3.635,4.881,6.361,7.817,7.894,7.832,7.805,7.096,7.639,9.968,13.171,13.851,13.93,13.356,12.899,12.722,11.98,12.901,14.775,11.422,12.997,14.729,13.819,15.385,17.988,17.676,17.483,19.881,19.526,21.977,21.564,20.966,18.623,19.891,17.582,20.895,20.661,28.169,28.854,25.427,24.512,24.485,23.361,22.627,2018.0
3001,174,GRC,GGX_NGDP,Greece,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,24.383,27.929,28.543,30.078,31.779,34.05,33.587,33.846,33.637,34.598,38.291,35.001,36.703,38.414,36.721,46.391,45.466,44.078,45.533,46.547,46.821,46.377,46.186,46.988,48.02,45.949,45.5,47.47,51.278,54.545,52.957,55.12,53.698,52.084,50.698,51.237,50.015,48.429,48.453,47.777,60.692,59.028,52.412,50.852,50.186,49.133,48.318,2020.0
3451,176,ISL,GGX_NGDP,Iceland,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,33.89,35.271,35.967,37.747,34.633,36.963,39.431,36.455,41.388,42.898,42.544,42.811,44.637,45.055,44.922,44.321,43.624,42.119,40.871,45.393,44.826,47.419,45.457,47.792,46.686,44.999,44.838,44.747,63.386,53.577,48.796,50.536,47.732,45.966,45.827,43.474,46.437,44.409,43.838,43.319,50.513,49.981,47.559,45.052,42.157,40.899,40.813,2020.0
3856,158,JPN,GGX_NGDP,Japan,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,30.78,31.546,31.762,31.896,31.215,30.398,30.38,30.597,29.814,29.118,29.361,29.224,30.235,32.082,32.821,33.458,33.876,33.143,38.684,35.621,36.02,35.518,35.886,35.574,34.226,34.065,33.558,33.556,34.499,39.091,38.135,38.989,38.959,39.059,38.657,37.56,37.473,36.904,36.991,37.311,45.035,43.539,38.315,36.696,36.63,36.634,36.7,2019.0
4666,674,MDG,GGX_NGDP,Madagascar,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.745,18.17,14.28,13.433,13.94,11.848,11.068,10.391,11.43,15.474,13.346,13.483,16.187,17.076,16.696,14.499,14.396,14.453,16.933,15.478,15.347,15.31,12.443,16.564,21.701,18.353,18.474,16.087,15.711,12.508,12.281,12.041,11.516,12.702,12.555,13.029,13.546,14.942,14.351,15.362,16.477,18.609,17.844,17.718,17.817,17.388,17.448,2020.0
5341,688,MOZ,GGX_NGDP,Mozambique,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,14.213,23.816,27.045,35.338,30.873,21.047,24.23,22.882,27.047,27.049,20.965,18.388,22.324,21.818,24.264,19.801,15.549,17.346,15.76,16.415,18.027,21.736,19.514,19.434,18.48,17.632,20.87,21.643,21.913,26.444,27.354,29.377,28.695,32.13,40.319,32.686,29.042,29.066,31.346,29.833,33.177,35.57,37.739,34.602,33.391,32.464,29.061,2020.0
5566,138,NLD,GGX_NGDP,Netherlands,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,50.717,52.371,53.926,54.597,54.602,53.011,52.68,53.703,51.815,49.99,48.894,49.656,50.31,50.937,49.511,52.881,46.199,44.74,43.575,42.644,41.376,42.121,42.789,43.71,42.629,41.419,42.135,41.545,42.337,46.749,47.04,45.955,45.943,45.696,44.926,43.803,42.786,41.657,41.495,41.108,45.363,48.195,44.47,43.863,43.129,42.705,42.497,2019.0
5836,142,NOR,GGX_NGDP,Norway,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,43.883,43.294,43.872,43.472,41.506,40.857,44.287,46.536,48.4,48.059,48.937,49.973,51.312,50.232,49.353,49.338,47.037,45.495,47.825,46.466,41.377,43.276,46.242,47.753,44.877,41.93,40.636,41.154,39.988,45.805,44.712,43.533,42.673,43.725,45.527,48.498,50.699,49.641,48.023,50.444,56.979,50.845,50.324,50.103,50.187,50.429,50.637,2020.0
6106,288,PRY,GGX_NGDP,Paraguay,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,10.955,12.526,12.4,12.3,12.264,10.728,8.725,9.568,9.193,11.153,9.934,11.255,12.859,12.758,14.599,16.001,17.27,18.408,18.474,19.604,19.892,19.302,17.994,16.19,15.753,14.83,15.232,14.103,12.821,15.205,14.767,15.851,18.686,17.664,17.963,20.456,19.456,19.471,20.596,22.989,25.686,23.395,22.706,22.316,21.332,21.325,21.124,2019.0
7051,813,SLB,GGX_NGDP,Solomon Islands,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.388,21.456,19.698,18.74,25.629,28.183,30.731,46.129,39.267,40.941,27.868,36.542,32.586,30.837,28.011,22.9,22.423,17.909,17.641,12.057,19.249,16.731,13.636,20.039,28.654,33.295,34.557,39.285,42.24,44.297,47.565,42.386,43.589,41.164,39.672,42.359,42.731,42.674,39.518,34.215,35.673,33.789,34.962,35.434,34.555,33.99,33.591,2019.0
7231,184,ESP,GGX_NGDP,Spain,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,31.077,32.246,35.876,36.956,37.772,40.953,40.73,39.655,39.839,41.278,42.277,43.853,45.142,47.624,46.138,45.42,44.237,42.734,42.199,41.013,39.107,38.413,38.637,38.375,38.818,38.481,38.436,39.255,41.443,46.231,46.034,46.155,48.656,45.832,45.114,43.891,42.442,41.198,41.689,42.065,52.265,50.687,45.896,45.062,44.6,43.325,43.362,2020.0
7321,361,KNA,GGX_NGDP,St. Kitts and Nevis,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,47.384,33.299,29.024,28.977,25.192,28.182,25.324,38.753,28.635,24.044,19.309,18.216,19.781,21.326,22.249,23.69,26.837,26.313,28.959,33.614,34.682,31.118,35.418,30.858,33.677,34.666,32.528,32.157,30.224,31.393,33.389,30.273,27.802,29.725,28.993,29.281,26.58,26.937,35.728,35.258,36.015,35.014,30.08,28.77,28.718,28.669,28.621,2020.0
7411,364,VCT,GGX_NGDP,St. Vincent and the Grenadines,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,25.992,26.915,25.352,26.706,24.927,23.082,24.033,25.59,26.832,29.858,25.55,28.338,28.012,24.626,24.79,21.872,22.866,28.504,27.428,27.506,25.685,26.214,27.151,27.452,26.182,28.118,27.464,28.276,29.835,32.832,32.84,31.009,27.76,31.26,32.236,28.724,28.445,30.224,29.938,33.302,36.417,43.146,40.061,38.559,35.523,35.014,31.165,2020.0
7546,144,SWE,GGX_NGDP,Sweden,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,59.328,61.879,63.868,63.457,60.737,61.87,60.016,57.855,56.485,56.516,57.336,61.043,66.253,67.745,65.105,61.999,60.025,57.865,55.577,55.194,52.197,51.661,52.678,52.834,51.333,51.281,49.97,48.33,49.013,51.202,49.336,48.621,49.794,50.54,49.67,48.391,48.778,48.252,48.77,48.036,51.814,52.567,51.436,49.72,49.168,48.756,48.606,2020.0
7681,528,TWN,GGX_NGDP,Taiwan Province of China,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,24.801,25.388,26.247,23.127,22.913,23.415,21.464,21.185,22.834,32.608,28.407,30.165,29.207,28.893,28.364,27.855,27.109,27.057,27.16,22.792,32.293,24.332,22.06,22.173,21.243,20.925,19.494,19.02,19.752,22.556,20.138,20.204,20.128,19.336,18.156,17.393,17.521,17.332,17.369,17.262,18.284,15.388,14.528,14.028,13.828,13.728,13.478,2020.0
8356,112,GBR,GGX_NGDP,United Kingdom,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,See notes for:  General government total expenditure (National currency).,39.157,41.519,40.978,40.225,40.353,39.45,38.226,36.507,34.26,33.683,35.013,35.818,37.914,37.898,37.58,37.698,35.724,34.83,34.422,34.029,34.087,34.846,35.943,37.178,38.06,38.556,38.379,38.523,40.99,44.592,44.76,43.613,43.693,41.97,41.164,40.294,39.562,39.26,39.004,38.869,49.109,47.735,41.603,40.961,41.003,41.035,39.402,2020.0
