,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
1538,628,TCD,NGDPPC,Chad,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",36799.75,54418.82,60160.06,72909.5,87758.72,86695.07,79896.73,76185.33,85498.2,83709.85,83367.48,82893.39,78527.56,71097.91,109319.24,116510.36,128328.02,135976.25,149918.53,132775.1,133558.52,163400.58,173823.5,191978.68,271123.04,348432.41,372223.44,384306.34,415985.85,379373.34,442654.6,464558.23,495302.88,485456.72,505890.67,458796.19,415268.91,389862.98,395872.73,401728.68,379150.45,400844.89,404055.43,409970.12,424397.54,440612.93,455943.09,2004.0
1583,228,CHL,NGDPPC,Chile,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",100616.79,117184.36,112221.23,138842.05,166133.62,229122.96,290249.91,382618.92,495179.6,611177.53,763436.89,988188.47,1221254.35,1433583.08,1693338.38,2030565.12,2205454.01,2408368.76,2506976.76,2519922.82,2736137.97,2903487.03,3061471.67,3298194.4,3774866.33,4254429.22,5023298.82,5490042.46,5615919.11,5719296.38,6528272.54,7066768.32,7447114.82,7828141.53,8352248.34,8876450.39,9327815.36,9755352.72,10173311.74,10281164.61,10292591.73,12214085.98,12951726.68,13468635.15,13978238.98,14545933.35,15173990.14,2020.0
1628,924,CHN,NGDPPC,China,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",460.009,491.805,529.868,585.802,698.577,860.462,966.474,1116.01,1369.99,1530.6,1659.12,1899.21,2316.3,3001.76,4039.24,5040.44,5845.42,6423.88,6796.26,7162.57,7874.12,8649.3,9445.22,10612.85,12413.12,14351.74,16706.04,20472.37,23950.51,26050.98,30464.79,35882.28,39658.03,43616.03,46971.79,50033.52,53578.24,59208.4,65160.65,70259.02,72536.09,79669.64,85698.29,91825.39,98310.08,105133.36,112325.78,2020.0
1673,233,COL,NGDPPC,Colombia,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",79510.14,97658.69,120359.6,144085.69,178162.42,230972.01,309302.75,393846.99,512847.8,647840.52,849031.46,1073468.22,1351068.63,1736496.35,2252911.1,2769800.77,3250639.87,3877462.1,4407154.61,4694888.99,5291726.82,5658503.46,6069768.08,6654616.76,7427895.07,8110001.67,9049154.85,10045024.89,11048217.47,11501714.23,12340774.77,13893951.48,14810749.61,15716802.28,16633297.73,17374762.97,18445010.9,19411377.67,20468748.98,21482021.16,19910159.58,21826582.75,23100929.01,24298993.92,25629899.43,27050742.31,28559101.16,2020.0
1718,632,COM,NGDPPC,Comoros,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",144649.35,158813.73,177975.2,195704.1,214167.64,216856.38,218083.58,222779.53,229975.98,233218.06,236578.95,252683.33,252904.28,259571.25,274971.83,302007.14,302794.81,312674.49,310366.01,324217.32,334397.89,370801.09,394341.8,413141.07,417587.0,429079.99,435281.99,449332.91,469621.38,477094.16,490424.69,512629.33,537052.32,555899.84,557250.96,545841.01,558403.93,566586.61,577130.51,597493.95,584222.6,572586.88,581166.95,589066.01,598935.41,612300.53,628247.29,2015.0
1808,634,COG,NGDPPC,Republic of Congo,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",287921.87,294479.55,301186.59,308046.38,315062.41,322238.24,329577.5,337083.92,344761.31,367101.43,356748.95,374273.51,370281.17,353845.74,466091.01,485673.68,561340.22,564908.3,485861.2,583720.54,903091.42,760402.4,773157.64,728282.72,853264.74,1084658.59,1272758.48,1237746.21,1492559.84,1281548.51,1778795.25,1967969.77,2350843.63,2252013.54,2190850.2,1698804.94,1419787.82,1484359.01,1700518.83,1640651.49,1268008.78,1453609.84,1457191.77,1458789.84,1522361.42,1524573.57,1520425.39,2018.0
1853,238,CRI,NGDPPC,Costa Rica,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",18071.99,24186.69,40097.51,51669.95,63288.23,74588.51,90211.35,101230.61,121131.26,143741.34,172201.42,282233.94,360961.45,416007.47,488383.66,599420.91,680498.36,802445.31,939270.93,1061145.43,1214389.35,1329006.37,1483031.35,1684992.08,1963026.31,2271994.96,2714244.85,3199955.05,3680436.76,3943794.74,4348350.66,4687846.1,5083072.75,5379816.08,5842596.57,6219817.69,6529710.51,6915180.15,7170945.55,7414164.22,7053711.73,7307542.59,7586803.04,7877373.33,8218429.23,8591017.66,9024271.81,2020.0
1898,662,CIV,NGDPPC,CÙte d'Ivoire,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",366827.91,382291.16,399338.04,397658.29,442250.88,446517.56,443281.27,407403.47,404277.26,398228.34,361297.01,349813.02,335650.84,323650.31,463727.2,536059.84,589555.14,633100.54,671047.17,669846.52,653726.89,685118.29,700399.75,705698.55,676160.64,679092.99,683635.47,697960.84,756883.55,779556.62,816883.7,782485.32,861170.72,947873.18,1044390.25,1142352.07,1168392.07,1200127.65,1258249.28,1305399.24,1305485.36,1367064.4,1437071.05,1510028.37,1586332.63,1666646.02,1749426.03,2015.0
1988,423,CYP,NGDPPC,Cyprus,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2743.13,3120.89,3610.7,3952.96,4588.29,5025.86,5360.87,5904.08,6536.01,7294.46,8093.06,8249.21,9323.78,9632.39,10518.19,11897.14,12157.7,12566.92,13417.5,14251.2,15344.02,16367.17,16834.08,17997.67,19167.98,20219.57,21505.14,23104.67,24486.53,23434.43,23695.58,23582.11,22552.61,20782.37,20314.92,21114.09,22313.89,23537.5,24799.48,25444.83,23469.13,24688.28,25667.77,26833.59,27814.67,28880.44,30102.9,2020.0
2078,128,DNK,NGDPPC,Denmark,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",78262.77,86023.02,98333.42,108394.59,119740.5,129904.12,139289.87,146040.41,151648.56,160189.0,166599.58,173041.17,178805.21,179219.3,191140.16,198722.98,207202.13,217270.66,223988.36,233650.7,248950.47,256397.77,262701.01,266880.12,279011.2,293081.56,309953.52,319225.11,328988.09,312466.35,327192.72,332130.47,339574.69,344423.55,352067.22,359798.33,369321.24,381466.02,389766.64,399243.83,400078.28,423199.1,440754.12,456861.8,473965.21,491860.37,510302.31,2019.0
